Cond,FAU,SPRY4,BCL3,AC007387_2,HEXIM1,CATG00000024278_1,GRPEL1,IREB2,CTB_55O6_10,CATG00000000897_1,NFIL3,PHF23,FBF1,CXXC5,CATG00000034361_1,TP53RK,AC027119_1,LINC00311,CDKN1A,SREBF1,PPARGC1B,BHLHE41,RNVU1_14,RNU2_38P,PDK4,CSRNP2,GUCY2GP,FGF10,HMGCR,FAM154A,RP11_177F15_1,RP11_787P24_1,CTD_3065J16_9,RP11_520H14_1,PASK,LDLR,PRICKLE1,RNU12,RP11_486M23_1,AC002511_3,AIG1,TSPAN8,C15orf39,CATG00000072417_1,C19orf80,MSMO1,DNAJA1,STAT5A,RPUSD1,SULT1C2,SNAI2,HES1,ALG2,TECTB,AACS,CATG00000027865_1,RNU2_6P,HELB,IDI1,DNLZ,CATG00000008210_1,GADD45A,RP13_1039J1_2,RIMBP3B,FREM2,RREB1,PSMD5,KLC2,CLDN4,TTC25,HSPH1,FFAR4,TIPRL,NANP,DDX47,CP,METTL1,UTP11L,FAM222A,C11orf53,TRIM35,THRSP,KCNK5,GFOD1,FABP3,HLA_DOA,TPX2,TMEM70,RP11_204L24_2,QRICH2,DUSP6,CCDC85C,EGLN3,C14orf28,RP11_699L21_1,ID2,RRP1B,RP3_406P24_3,AC004158_2,RIOK1,SLC25A21_AS1,TTL,NHLRC4,RP5_1136G13_2,CNTFR,NELFA,NPC1,NRXN3,CATG00000086393_1,ZNF442,CATG00000106133_1,CATG00000038824_1,FHOD1,AP1S3,KCNE1,CHADL,RP1_15D23_2,TMC1,ZNF620,PER1,RP11_326I11_4,RP11_7F17_3,NBPF10,ST3GAL1,DUSP14,STT3A_AS1,WEE1,PRPF38AP2,RP11_93L9_1,R3HDM1,PLS1,TRIM29,IER2,GRAMD4,LARP4,SHC2,RP11_442N24__B_1,GEN1,CBX4,TOR3A,PPRC1,AC104809_2,LINC01023,BHLHE40,ADAMTS1,CITED2,FGD6,CATG00000084124_1,ZBTB16,AC006481_1,AC018804_7,RRS1,TNFRSF18,UTP15,ANGPTL2,PFKFB3,LRP8,PAX8,MPZL1,NOP2,G3BP1,DIO2,GOLGA1,CLDND2,RARG,MCFD2,MTF1,INTS7,STIP1,RAB21,CATG00000056402_1,RNU5F_1,PLEKHO2,EMCN,CARS,NR1D1,PDLIM4,MESDC1,RP11_1136G11_6,CBWD3,PRPF40B,PPFIBP2,GLIS2,CEBPG,TSPAN14,CHAC1,SEMA7A,C5orf27,IL6R,TBX3,GEM,KLHL18,CYP2D6,SENP3_EIF4A1,RAB3IL1,MAPT,PLEKHG4,CCL23,AP000476_1,RP11_834C11_12,Class_,Patnr,CV_Split
NO37h2,155.5,12.384333333333332,15.489666666666666,2.036,63.304,1.488,79.473,76.771,4.228,3.719,11.607500000000002,13.956499999999998,0.626,13.291,2.31,9.944,7.086,8.3,42.731249999999996,109.68299999999999,10.870333333333333,49.51066666666667,21.493,8.574,27.534666666666666,56.375,2.701,1.37,4.15,3.054,9.631,0.9,2.114,2.858,0.783,16.09,2.0616666666666665,7.243,6.068,1.605,102.649,1.566,15.815999999999999,2.388,359.31,24.155,55.03033333333334,6.503500000000001,1.174,0.0,24.612,43.573,52.186,5.363,14.289,7.712,2.31,1.605,41.8505,1.096,2.701,25.182750000000002,0.509,5.2655,0.0,7.571600000000001,60.759,23.724,2.036,2.153,58.41,30.693,36.761,8.417,106.681,1.566,23.02,149.706,0.861,0.391,92.079,4.799666666666667,1.331,7.869,0.431,1.174,8.3975,8.0845,11.549,2.231,35.12933333333333,0.626,0.352,36.918,2.192,20.318,13.350000000000001,1.879,1.527,3.641,5.794,0.431,1.527,0.861,8.070428571428572,32.337,29.7925,0.998,6.4205000000000005,4.228,1.214,0.626,52.910000000000004,0.783,2.623,0.861,1.605,1.449,0.666,7.14475,2.936,8.534,1.801,44.121,89.9645,0.47,1.331,9.67,1.566,24.742,2.231,5.207,127.704,8.95525,7.947,0.587,33.198,3.778,50.228,35.038,32.807,7.399,0.587,9.383000000000001,6.029,177.2275,1.9575,1.801,2.799,9.944,2.78,18.126,0.979,55.944,211.33440000000002,16.0705,4.306,1.5659999999999998,120.305,24.586,381.664,0.705,27.718,3.21,16.194666666666667,99.673,54.535,32.181,163.721,147.181,2.31,0.587,206.55,169.046,64.361,11.51,2.036,14.406666666666666,25.643,70.312,0.235,6.859,55.396,10.472,34.327000000000005,33.472,6.342,2.6814999999999998,7.9396,31.89366666666667,0.196,18.792,2.74,44.982,28.383,4.8806666666666665,0.822,0.626,1.605,7.4030000000000005,1.0,NO37,0.0
NO40f2,42.536,6.728666666666666,9.452333333333334,0.0,30.0395,0.961,76.661,65.606,0.481,0.721,2.283,12.136000000000001,2.163,6.729,0.24,6.969,0.961,0.0,16.041249999999998,59.35766666666667,9.372333333333332,34.925666666666665,4.085,1.202,167.901,39.652,0.0,0.481,3.605,0.24,0.24,1.923,0.481,0.481,0.721,3.605,2.563333333333333,1.202,1.923,7.209,106.21966666666668,0.24,15.14,0.481,29.799,5.768,49.665,2.9740000000000006,1.442,0.481,16.822333333333333,51.908,61.761,0.24,7.45,0.0,0.961,2.163,23.551,0.961,0.24,10.03325,0.721,0.12,202.827,6.1522,119.677,5.287,1.682,0.721,38.691,11.134666666666666,50.466,10.814,71.855,0.721,10.814,113.189,0.961,1.923,69.932,1.8745333333333334,0.481,3.6046666666666667,2.403,0.481,2.043,4.806,0.721,0.0,12.256166666666665,0.0,1.682,58.397,1.923,13.217,10.454,0.24,0.721,9.132,12.737,1.682,0.961,0.0,11.432285714285713,30.76,7.9305,1.322,0.12,2.643,1.202,0.721,33.284,0.961,0.24,1.682,0.481,2.163,2.643,26.855500000000003,7.209,9.853,0.481,47.823,66.3275,0.961,0.961,1.202,1.202,32.443,1.202,0.24,50.1055,4.32575,14.179,2.163,1.923,3.4845,40.373,31.241,47.342,0.24,1.923,3.364333333333333,5.287,582.286,1.802,0.24,20.487000000000002,1.442,1.202,7.93,0.961,36.768,177.161,66.32733333333333,1.202,0.721,205.951,11.055,379.219,0.481,49.745,7.209,14.098666666666666,98.77,46.862,31.001,149.236,137.3405,0.24,0.961,85.072,268.673,37.489,154.523,0.721,10.494,79.064,104.297,2.403,5.9596,17.062,11.7755,29.598833333333335,0.721,0.481,0.12,6.680999999999999,23.79133333333333,2.884,17.783,3.124,164.617,17.543,1.922666666666667,0.721,0.721,2.643,5.815600000000001,0.0,NO40,1.0
NO40h2,24.548,24.625,26.613333333333333,4.359,104.38799999999999,1.606,128.937,49.785,5.506,0.918,6.9975,23.401,1.147,24.778,2.065,11.471,5.047,3.212,73.1865,180.71033333333332,26.230999999999995,170.692,11.701,6.883,55.82633333333334,80.069,1.377,0.688,6.424,1.606,7.112,0.918,0.918,1.147,1.147,25.696,4.817666666666667,4.818,5.736,2.753,88.17566666666666,0.688,62.8625,3.671,638.718,11.701,61.71533333333334,9.836750000000002,1.835,0.0,21.566,108.059,76.398,2.524,38.773,3.441,2.524,3.441,30.972,2.983,1.835,34.586,0.688,8.489,158.303,9.9572,119.301,40.9525,0.0,3.9,50.015,27.454333333333334,53.456,15.601,72.728,1.147,20.189,170.692,3.441,0.918,149.355,5.949666666666667,4.13,8.182666666666666,0.918,0.0,4.474,20.5335,5.277,1.147,13.26833333333333,1.606,2.065,33.496,0.459,14.224,37.7405,1.147,1.147,15.371,6.194,0.688,0.229,1.606,17.796714285714284,16.06,9.521,2.065,6.4239999999999995,6.883,0.688,1.606,46.917,0.918,9.636,1.147,0.918,0.229,2.065,13.191749999999999,5.277,3.671,1.147,68.369,138.5725,1.147,0.688,3.671,2.294,41.985,1.147,2.983,115.286,13.65075,22.713,0.688,12.848,4.818,75.251,44.738,72.269,10.095,1.147,43.13166666666667,12.159500000000001,166.67649999999998,2.409,0.688,9.979750000000001,4.588,1.377,13.307,1.606,55.75,265.0314,39.461166666666664,8.718,1.3765,237.225,20.878,551.537,0.0,44.738,2.524,13.841666666666667,96.129,75.251,33.037,186.752,165.4155,2.524,3.671,218.412,250.532,62.862,80.299,4.13,14.606333333333334,112.877,134.443,1.147,7.6168000000000005,43.361,16.404,29.748833333333334,28.219,3.9,5.3915,10.186600000000002,34.41366666666667,0.459,21.107,1.835,186.522,18.125,3.0589999999999997,1.377,0.688,1.835,9.452399999999999,1.0,NO40,1.0
NO47f2,64.099,3.396666666666667,4.711666666666666,0.0,23.6675,0.329,82.507,62.784,0.657,0.0,2.794,5.9165,1.972,4.109,0.329,3.287,2.958,0.0,16.68225,58.291666666666664,9.971,21.476,3.945,1.972,188.02366666666668,23.667,0.0,0.0,2.301,0.329,4.602,1.644,1.972,0.329,0.986,2.301,2.3009999999999997,0.329,1.315,8.547,79.439,0.986,13.97,0.0,9.204,3.945,30.679999999999996,3.4513750000000005,0.657,2.63,16.98333333333333,37.802,47.663,0.0,7.889,0.0,0.657,0.986,22.024,1.315,1.972,30.241500000000002,1.644,0.1645,458.883,5.7196,74.289,5.424,0.0,0.0,32.214,13.477333333333334,43.061,11.505,69.03,1.972,8.875,99.271,2.63,0.0,70.673,1.1833333333333336,0.329,3.396666666666667,2.958,1.315,2.794,2.465,1.315,0.0,17.531333333333333,1.315,0.657,41.746,1.315,4.931,8.217500000000001,1.315,0.986,6.574,10.848,1.644,0.0,4.931,11.833428571428572,43.061,5.917,0.6575,1.1505,2.958,0.986,0.329,26.1325,0.657,0.329,0.986,1.972,0.329,1.972,38.952749999999995,7.889,21.366,1.315,47.006,36.32299999999999,1.315,1.644,1.644,1.972,34.186,1.315,0.0,43.3905,4.191,14.135,3.616,2.958,1.1505,32.871,33.529,33.529,0.657,0.329,1.4246666666666667,1.6435,507.532,0.822,0.0,40.18525,2.301,0.329,8.875,1.315,24.653,116.5616,137.45666666666668,0.657,0.493,165.671,9.204,318.522,0.657,44.047,8.218,5.588333333333334,79.877,39.774,13.477,142.332,111.762,0.657,0.986,67.715,272.174,31.885,139.374,0.986,9.532666666666668,40.103,75.933,1.315,4.2734000000000005,35.172,11.176,28.707666666666668,1.315,0.329,0.493,4.9963999999999995,21.037666666666667,2.301,17.093,0.0,111.434,14.135,4.273000000000001,0.986,1.644,0.329,6.4099,0.0,NO47,2.0
NO47h2,47.129,27.582333333333334,31.419666666666668,3.692,76.6665,0.0,110.547,68.848,5.43,2.172,19.438,24.6505,2.389,15.42,0.217,9.556,4.561,5.43,52.776,146.745,22.732,101.49799999999999,13.466,8.905,47.274,62.767,0.869,0.434,4.561,2.823,12.162,1.52,0.869,3.909,1.955,19.981,3.981666666666667,6.298,6.298,7.819,76.30466666666666,0.434,49.41,1.52,401.576,12.597,61.608,7.11275,1.52,4.778,28.740666666666666,99.037,70.585,2.606,50.604,0.652,4.127,2.172,35.1845,2.606,1.303,48.16075,1.303,2.4975,204.806,8.1664,81.227,54.948,0.217,2.172,50.17,32.36066666666667,63.201,22.37,82.748,1.303,16.94,143.125,1.955,1.086,140.302,6.197066666666666,3.475,7.312,4.344,1.955,9.23,8.036,3.258,0.652,64.86616666666667,0.869,1.303,31.058,0.434,16.723,36.1615,1.955,0.434,12.814,8.036,0.869,0.434,3.041,19.01928571428571,29.537,16.0715,1.629,7.276,4.995,5.212,1.086,52.449999999999996,1.086,5.43,0.652,2.823,0.652,1.52,8.7415,6.298,8.47,0.434,75.798,108.593,0.869,0.652,11.076,2.172,47.346,0.217,5.212,107.2895,8.25325,21.501,2.606,19.112,4.452,103.598,55.817,52.342,3.041,0.652,22.514999999999997,7.058999999999999,212.733,4.1265,1.086,8.6875,9.122,0.869,16.289,0.869,46.695,177.61419999999998,51.907333333333334,10.859,0.3255,244.768,16.94,403.314,0.217,42.568,0.434,15.203000000000001,101.86,61.246,29.103,211.104,128.3565,1.086,8.036,201.983,267.79,62.549,34.533,5.212,15.130666666666665,88.395,98.168,0.869,6.7326,73.409,16.3975,33.22933333333333,31.492,1.737,1.7375,10.3814,35.980333333333334,1.086,26.497,0.0,197.204,37.573,4.778,1.52,0.217,0.652,9.7299,1.0,NO47,2.0
NO48f2,97.744,2.301,7.751333333333334,0.0,20.529999999999998,0.0,63.951,82.119,0.363,1.09,5.814,10.719,0.363,5.632,0.0,2.544,0.727,0.0,27.43375,24.708333333333332,6.177333333333333,12.112,3.997,1.817,178.65166666666664,24.708,0.0,0.0,3.634,0.363,0.363,0.0,0.727,0.363,1.09,1.817,1.5743333333333334,0.363,1.817,2.544,51.11266666666666,0.727,7.085500000000001,0.363,11.264,5.45,43.239666666666665,3.58825,0.727,0.727,15.261000000000001,20.711,43.24,0.0,2.18,0.363,0.363,4.36,24.1635,0.363,1.09,24.345000000000002,0.363,0.0,438.574,3.6336,65.405,5.2684999999999995,2.544,0.727,35.246,7.388333333333333,35.246,7.631,83.209,1.09,7.631,107.918,0.363,2.544,55.594,0.9203333333333332,0.363,1.938,0.0,0.363,1.4535,2.5435,0.363,0.0,28.947666666666667,0.363,3.634,49.78,0.727,7.994,4.1785,0.363,3.634,6.54,12.718,0.363,0.0,0.363,8.149571428571429,35.609,5.814,0.3635,0.545,2.907,2.18,0.363,51.234,2.18,1.09,0.0,3.27,1.453,1.09,28.342,8.357,18.531,1.09,33.429,24.7085,2.18,0.727,0.727,2.18,12.718,0.0,0.0,79.3935,2.5435,13.808,1.453,1.817,2.907,34.519,22.892,22.165,0.0,1.817,1.8166666666666664,2.362,297.591,0.545,0.0,14.352999999999998,1.09,0.727,10.537,2.544,39.243,131.4634,37.789500000000004,4.36,1.8165,120.999,17.805,345.554,0.363,33.429,7.631,7.388333333333333,78.486,44.693,26.525,142.437,124.4505,0.363,0.0,51.96,171.505,34.882,59.954,0.363,9.810666666666666,45.783,64.678,0.363,4.2874,23.255,4.9055,21.195833333333333,0.363,0.727,0.1815,7.558,22.770333333333337,0.363,17.805,0.0,134.443,15.261,2.9066666666666667,0.363,0.727,1.817,4.069599999999999,0.0,NO48,0.0
NO48h2,103.533,8.299000000000001,15.007666666666665,2.075,49.795,0.83,111.832,76.975,2.282,2.282,13.694,28.217499999999998,1.037,17.636,1.037,9.129,2.697,4.357,83.822,120.20066666666666,20.402333333333335,51.455000000000005,10.374,5.602,67.56933333333333,63.489,1.245,1.037,4.565,2.075,5.602,0.622,1.037,1.66,0.622,21.578,2.904666666666667,2.697,6.017,3.32,71.304,3.527,24.69,1.452,369.73,24.068,67.22366666666667,8.402875000000002,1.452,1.867,42.67166666666666,37.969,90.047,1.452,45.853,1.037,2.075,3.32,48.757999999999996,1.037,1.66,32.26325,0.415,1.0374999999999999,316.408,8.5898,92.329,35.894,0.83,1.037,63.697,20.816999999999997,53.53,17.221,128.638,0.415,17.221,154.78,1.66,1.66,105.608,5.422133333333333,1.452,7.677,1.245,0.622,3.9425,9.543999999999999,2.697,1.66,81.36683333333333,1.66,1.245,41.911,0.207,18.051,21.163,0.0,0.83,10.167,8.922,1.452,0.83,2.075,13.841857142857142,28.425,18.776999999999997,1.3485,3.7345,6.432,2.697,0.83,79.36149999999999,0.83,10.789,0.622,0.622,0.207,1.867,21.474249999999998,4.98,12.449,0.415,54.567,72.5145,0.415,0.622,5.394,0.207,28.01,0.0,0.415,71.9955,6.38,22.615,0.415,10.789,4.2535,78.843,44.193,37.139,1.66,2.075,10.512333333333332,4.668,170.964,2.0745,1.452,7.936,6.432,0.83,17.843,1.66,53.115,196.31799999999998,23.929333333333336,8.507,1.556,192.957,18.881,521.813,0.83,37.554,4.15,14.454333333333333,129.675,58.924,41.911,241.3,135.485,2.075,0.0,108.927,191.505,71.581,25.728,4.15,14.731000000000002,104.985,80.917,1.245,8.547999999999998,63.904,13.3825,32.95466666666667,44.816,2.075,1.8675000000000002,7.303,36.862,0.622,19.918,0.207,205.198,31.745,5.601666666666667,2.697,0.207,0.415,7.6975,1.0,NO48,0.0
NO50f2,111.106,2.6453333333333333,5.708000000000001,0.0,20.8845,1.253,46.364,81.867,0.0,0.0,4.3855,5.0120000000000005,0.418,1.671,0.418,3.342,2.924,0.0,17.333999999999996,48.034333333333336,2.6453333333333333,26.036333333333335,4.177,1.671,318.0013333333333,30.491,0.0,0.418,2.924,1.253,4.177,0.0,1.253,0.835,0.835,6.265,2.2276666666666665,2.088,5.012,2.506,52.072333333333326,4.177,5.0120000000000005,0.418,42.604,12.531,43.300666666666665,2.558125,0.418,2.506,28.124666666666666,25.061,50.123,0.0,7.518,0.0,1.253,7.101,23.3905,0.0,0.0,17.12525,0.418,0.0,544.668,4.0934,65.577,3.968,0.0,0.418,19.631,11.138333333333334,35.921,5.43,125.307,1.253,8.771,116.536,0.418,0.418,59.73,2.2274666666666665,1.253,2.0886666666666667,0.0,0.0,2.0885,3.1325,2.088,0.0,31.118,0.418,0.418,58.059,0.0,6.683,2.0885,1.253,2.924,8.354,26.732,0.418,1.671,0.0,10.621285714285715,45.946,4.177,0.0,2.924,0.418,1.671,0.418,30.0735,0.418,3.342,0.0,2.924,2.088,1.253,55.65725,7.518,25.479,0.0,33.415,17.543,1.671,0.418,4.177,1.671,10.442,0.835,0.0,39.054,1.984,7.936,0.0,8.771,0.6265,25.061,18.378,22.555,0.835,0.0,1.9493333333333334,2.2975,616.3019999999999,1.2530000000000001,0.418,52.0025,5.012,0.418,12.531,0.835,27.568,112.1916,64.25466666666668,1.671,2.2969999999999997,96.486,9.189,259.803,0.0,28.821,10.025,9.049999999999999,104.005,47.199,16.708,138.673,117.58,0.418,2.924,15.872,289.459,30.909,110.27,0.418,7.100666666666666,49.705,43.022,0.418,3.1745999999999994,7.101,4.803,27.84599999999999,0.418,0.0,0.0,5.5134,24.92233333333333,0.0,10.025,0.0,118.624,12.531,3.481,1.253,1.671,2.088,5.221299999999999,0.0,NO50,1.0
NO50h2,59.571,20.156333333333333,20.655333333333335,6.286,81.873,0.898,84.717,64.361,6.286,0.599,13.4705,17.8115,0.898,13.470500000000001,2.095,10.477,10.178,2.395,94.8195,125.52833333333335,13.071666666666665,86.71199999999999,18.56,7.783,82.22200000000001,48.495,3.293,2.095,6.885,4.49,10.178,0.898,0.599,1.796,0.898,19.757,4.889333333333334,13.77,19.458,4.191,40.21266666666667,6.286,16.3145,4.79,845.07,42.807,77.033,4.003625,0.599,1.197,45.701,68.851,73.94,4.49,20.955,0.898,3.293,3.293,54.332499999999996,0.299,0.599,50.141749999999995,0.299,1.4965000000000002,317.014,8.202000000000002,63.762,33.827,0.599,1.197,47.597,20.755,38.317,9.879,125.728,0.0,20.955,156.561,0.299,0.599,101.48,11.075933333333332,3.592,5.588,0.0,0.599,8.382,11.225999999999999,9.579,2.994,54.23266666666667,0.599,1.197,30.235,1.197,10.178,7.1845,0.898,1.497,12.273,8.382,0.299,0.898,0.0,11.888428571428571,20.057,14.369,0.599,8.0825,5.388,1.197,0.599,52.8355,0.599,10.477,0.299,2.994,1.497,0.898,19.75725,3.293,16.764,1.197,81.424,50.739999999999995,0.599,1.497,10.477,0.599,18.56,0.0,1.197,126.77550000000001,7.034750000000001,17.961,0.0,29.636,3.7415000000000003,34.725,25.445,36.82,5.987,0.898,16.464000000000002,1.9455,146.38299999999998,1.796,2.095,12.1985,12.573,0.898,12.273,0.299,41.909,168.95420000000001,19.75733333333333,10.178,1.9455,113.454,20.955,357.127,0.599,20.955,3.892,17.761333333333337,128.123,74.838,43.107,168.236,170.032,11.076,6.586,67.055,269.716,76.634,34.725,3.293,18.759333333333334,84.417,42.807,0.299,4.7894,23.948,7.783,40.3125,59.87,0.299,2.694,8.381799999999998,57.775,0.0,15.267,0.299,169.433,37.718,4.889,0.599,0.898,1.197,8.7409,1.0,NO50,1.0
NO51f2,88.95,4.148666666666666,4.453666666666667,0.0,30.107499999999998,0.732,62.777,88.584,0.183,0.183,1.1895,6.772,1.83,5.1245,0.183,4.942,0.549,0.0,13.08625,53.87033333333333,6.710666666666666,36.05533333333334,4.942,0.732,157.88899999999998,40.448,0.0,2.928,3.844,0.183,1.098,1.281,1.281,0.366,0.549,5.125,2.1350000000000002,0.366,0.366,1.281,92.73199999999999,2.196,8.6935,0.366,9.883,4.942,44.475,2.036,0.732,3.477,29.894333333333332,33.127,60.581,0.183,14.276,0.183,0.549,1.281,19.2175,0.732,0.915,17.3415,1.098,0.0,428.277,4.0996,84.191,5.673500000000001,1.464,1.098,34.958,10.920333333333334,48.684,10.249,98.101,1.464,8.968,133.059,0.732,0.183,68.451,1.2445333333333333,0.549,4.8196666666666665,0.366,1.098,3.569,3.2944999999999998,1.464,0.0,21.749166666666667,0.732,0.732,58.385,0.183,7.687,9.1515,0.549,1.464,8.602,16.289,0.915,1.281,0.915,11.948714285714287,44.475,5.125,1.7385000000000002,2.837,1.281,0.549,0.549,28.9175,1.647,0.732,0.366,2.928,0.732,1.464,51.93325,8.419,26.172,2.379,28.735,54.0835,0.915,2.379,0.915,6.04,24.159,0.183,1.647,34.866,3.02,9.151,1.464,3.294,2.654,39.167,30.382,22.512,0.0,0.549,1.8303333333333331,3.4775,754.5174999999999,1.3724999999999998,0.0,28.734750000000002,1.281,0.732,11.348,0.183,38.801,184.7446,74.79583333333333,2.379,1.464,172.592,13.727,381.972,1.098,36.788,6.223,10.371333333333334,89.865,51.064,17.387,166.369,114.39,0.183,1.464,71.746,236.833,32.761,118.783,0.732,12.750666666666666,51.064,88.035,1.83,5.3812,19.767,7.504,31.4495,1.281,0.549,0.366,6.1128,23.610000000000003,0.915,15.191,0.183,101.212,25.806,5.0633333333333335,2.013,0.732,2.196,6.9547,0.0,NO51,2.0
NO51h2,81.886,14.211666666666666,14.775666666666666,3.722,70.72,0.677,88.315,82.901,1.861,3.384,7.9515,23.4325,2.199,16.3265,1.015,8.967,1.015,1.523,48.175749999999994,117.24566666666668,15.621666666666668,52.391333333333336,12.858,4.568,46.86466666666667,69.366,0.338,2.707,8.459,1.353,4.06,2.538,1.184,1.523,1.692,13.873,3.722,3.891,6.26,0.169,86.96166666666666,1.523,21.0635,0.677,188.812,23.348,70.77633333333334,6.005999999999999,0.677,4.23,40.605000000000004,81.04,85.608,0.846,27.916,1.692,0.677,2.538,53.97,0.338,1.184,35.10625,1.353,0.2535,281.864,6.158200000000001,126.72,21.402,0.508,0.677,56.001,18.385,55.155,20.641,117.584,1.523,16.242,203.7,0.338,0.508,88.484,3.6768666666666667,1.353,7.387999999999999,0.338,0.0,7.1905,7.1905,2.707,0.677,59.72283333333334,1.353,1.353,41.62,1.184,15.227,18.526,0.338,2.199,8.798,9.982,1.184,1.184,1.523,14.211714285714285,30.792,11.6735,2.0305,5.1605,5.414,1.523,1.015,57.5235,0.677,8.628,1.015,0.677,1.015,1.015,23.1785,3.215,12.689,1.861,45.173,69.3665,0.846,2.369,3.215,0.677,29.269,0.677,3.045,85.862,4.22975,16.58,0.0,5.922,5.414,86.454,42.804,44.496,1.861,1.015,9.023333333333333,5.6674999999999995,260.97,2.1995,0.677,15.269,6.26,0.169,23.855,0.338,62.261,209.7234,28.930666666666667,5.922,1.438,230.939,25.04,510.097,0.677,44.327,2.538,19.400000000000002,132.642,78.333,39.928,217.404,150.745,1.692,1.692,110.309,240.414,68.351,45.68,1.353,15.170333333333334,62.091,91.699,1.015,8.0872,46.188,14.211500000000001,38.34883333333334,32.145,0.338,1.184,7.4441999999999995,42.409000000000006,0.508,28.762,0.338,151.591,29.777,5.864999999999999,0.846,1.353,2.199,11.183099999999998,1.0,NO51,2.0
NO56f2,90.425,3.613666666666667,5.3053333333333335,0.0,33.217,0.692,56.515,88.118,0.0,0.461,1.9605000000000001,7.843,0.923,5.6515,0.692,3.921,0.231,0.0,13.37925,51.748333333333335,6.305333333333333,32.83266666666667,5.767,1.615,152.092,40.137,0.231,2.537,3.229,0.461,0.692,1.615,0.461,0.231,0.461,5.998,2.3833333333333333,1.845,0.0,1.615,87.04100000000001,0.231,8.42,0.0,12.918,10.15,45.827333333333335,2.9121249999999996,0.461,3.921,29.526333333333337,34.601,49.595,0.0,10.611,0.0,0.0,3.691,25.8355,1.615,0.923,21.452749999999998,0.923,0.0,412.216,4.797999999999999,89.271,5.5360000000000005,1.615,0.461,33.679,11.533666666666667,40.368,10.38,88.81,3.229,8.535,131.023,1.153,0.231,68.741,1.1072666666666668,0.923,3.767666666666667,0.461,1.845,3.6905,2.1915,0.923,0.0,21.837166666666672,0.461,0.923,52.825,0.0,7.151,7.6125,0.461,0.923,8.304,16.609,1.615,0.461,1.153,11.50057142857143,43.136,5.9975000000000005,1.9605,2.422,1.384,0.923,1.153,27.7965,0.692,0.231,1.615,1.845,0.231,1.153,54.842999999999996,9.458,28.834,0.692,32.525,53.0555,1.845,2.999,1.384,3.921,23.76,1.153,1.153,35.9855,3.287,11.303,0.461,3.46,2.537,38.292,29.296,25.374,0.0,0.692,2.3066666666666666,3.6905,760.7665,1.73,0.0,29.00725,1.153,0.461,12.456,0.461,41.291,183.75560000000002,76.73816666666667,2.999,1.615,165.855,15.917,381.537,0.231,41.522,7.612,10.303333333333333,92.962,55.823,19.838,163.318,116.1445,0.231,0.0,65.512,240.363,32.987,128.717,0.231,12.149000000000001,48.672,84.658,1.845,7.0588,17.531,7.266,30.718333333333334,3.921,0.923,0.1155,7.428,21.914,0.461,15.686,0.0,116.26,26.758,4.690333333333334,0.692,0.0,2.076,6.8741,0.0,NO56,0.0
NO56h2,78.9,14.590000000000002,14.653666666666666,3.839,74.389,0.768,91.378,79.86,3.072,3.455,10.846499999999999,26.684,2.112,16.7975,0.576,10.366,3.264,1.536,46.313250000000004,115.11833333333334,13.757666666666665,49.272333333333336,15.742,4.991,46.00900000000001,73.717,0.576,1.92,6.527,0.96,4.031,1.536,0.96,1.344,1.152,11.518,3.9676666666666662,2.496,7.103,0.0,85.17133333333332,0.96,23.6125,0.768,195.427,19.773,65.97433333333333,5.663375,1.152,2.112,40.058,76.596,76.405,0.768,28.22,0.96,0.768,3.072,53.272,0.384,1.536,37.9145,0.384,0.768,288.341,5.721,126.317,20.829,0.0,1.152,58.551,19.005333333333336,64.118,15.742,102.129,2.112,16.701,199.842,0.96,0.384,87.923,4.159600000000001,2.496,5.375,0.192,0.384,5.3755,7.391,3.264,0.0,58.71133333333333,1.344,2.112,45.881,0.768,14.782,16.4135,1.152,2.688,12.094,11.71,1.536,1.536,1.728,14.727000000000002,28.22,14.013499999999999,1.344,4.799,7.679,1.728,1.152,57.2075,0.384,7.295,0.192,1.536,0.384,0.768,22.70075,3.455,12.862,0.768,51.064,71.41300000000001,1.344,3.264,2.304,1.728,30.715,2.304,4.991,86.675,3.9835,16.126,0.576,5.951,3.8395,75.445,39.162,49.721,2.112,0.576,8.447000000000001,7.103000000000001,257.241,2.016,0.96,17.3255,3.839,1.152,21.885,0.96,57.015,215.2382,27.580000000000002,3.839,1.1520000000000001,238.236,22.461,496.629,1.152,50.488,3.264,15.805666666666667,129.389,80.628,35.899,227.294,159.528,1.152,1.536,114.223,243.611,74.293,41.85,1.92,15.613666666666667,59.703,101.745,0.576,7.102799999999999,38.97,17.1815,39.22633333333333,29.564,1.536,0.6719999999999999,7.0262,42.61766666666667,0.192,20.925,0.0,132.652,28.22,5.311,0.192,4.799,0.576,11.0576,1.0,NO56,0.0
